,Age,Gender,Education Level,Job Title,Years of Experience,Salary
3889,24.0,Male,Bachelor's Degree,Software Engineer,2.0,55000.0
3890,32.0,Female,Master's Degree,Marketing Manager,7.0,90000.0
3891,45.0,Male,PhD,Data Scientist,16.0,160000.0
3892,28.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,60000.0
3893,22.0,Male,High School,Junior Sales Associate,1.0,25000.0
3895,36.0,Male,Bachelor's Degree,Operations Manager,8.0,100000.0
3896,27.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,45000.0
3897,42.0,Male,PhD,Data Scientist,14.0,140000.0
3899,25.0,Male,High School,Junior Sales Associate,2.0,30000.0
3900,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
3902,47.0,Male,PhD,Data Scientist,19.0,190000.0
3904,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
3905,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
3906,29.0,Female,High School,Junior Sales Associate,1.0,25000.0
3908,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
3909,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
3910,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
3914,26.0,Male,High School,Junior Sales Associate,2.0,30000.0
4014,31.0,Male,Bachelor's Degree,Software Engineer,5.0,80000.0
4015,27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0
4016,38.0,Male,PhD,Data Scientist,12.0,130000.0
4017,29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0
4018,23.0,Male,High School,Junior Sales Associate,1.0,25000.0
4019,32.0,Female,Master's Degree,Software Developer,7.0,90000.0
4020,44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0
4021,26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0
4022,40.0,Male,PhD,Data Scientist,15.0,150000.0
4023,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
4024,24.0,Male,High School,Junior Sales Associate,1.0,25000.0
4025,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
4026,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0
4027,49.0,Male,PhD,Data Scientist,22.0,220000.0
4028,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0
4029,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
4030,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
4031,28.0,Female,High School,Junior Sales Associate,1.0,25000.0
4033,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0
4034,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
4035,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
4036,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
4139,34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0
4140,31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0
4141,41.0,Male,PhD,Data Scientist,13.0,138000.0
4142,27.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0
4143,25.0,Male,High School,Junior Sales Associate,1.0,26000.0
4144,33.0,Female,Master's Degree,Software Developer,8.0,95000.0
4145,45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0
4146,28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0
4147,42.0,Male,PhD,Data Scientist,16.0,162000.0
4148,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
4149,23.0,Male,High School,Junior Sales Associate,1.0,26000.0
4150,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
4151,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0
4152,50.0,Male,PhD,Data Scientist,23.0,225000.0
4153,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
4154,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
4155,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
4156,29.0,Female,High School,Junior Sales Associate,1.0,26000.0
4157,44.0,Male,PhD,Data Scientist,17.0,168000.0
4158,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
4159,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
4160,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
4161,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
4162,43.0,Male,PhD,Data Scientist,16.0,162000.0
4264,32.0,Female,Master's Degree,Software Developer,8.0,95000.0
4267,24.0,Male,High School,Junior Sales Associate,1.0,26000.0
4268,31.0,Female,Master's Degree,Marketing Manager,5.0,68000.0
4269,39.0,Male,Bachelor's Degree,Operations Manager,13.0,127000.0
4270,25.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0
4271,41.0,Male,PhD,Data Scientist,15.0,155000.0
4272,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0
4273,26.0,Male,High School,Junior Sales Associate,1.0,26000.0
4274,37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0
4275,29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0
4276,51.0,Male,PhD,Data Scientist,24.0,240000.0
4277,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
4278,44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0
4279,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0
4280,30.0,Female,High School,Junior Sales Associate,1.0,26000.0
4281,45.0,Male,PhD,Data Scientist,19.0,190000.0
4282,31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
4283,41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0
4284,34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0
4285,30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
4286,44.0,Male,PhD,Data Scientist,18.0,182000.0
4389,27.0,Male,Bachelor's Degree,Software Developer,3.0,62000.0
4390,42.0,Female,Master's Degree,Marketing Manager,16.0,137000.0
4391,35.0,Male,PhD,Data Scientist,9.0,112000.0
4393,33.0,Male,High School,Junior Sales Associate,1.0,25000.0
4394,36.0,Female,Bachelor's Degree,Operations Manager,7.0,91000.0
4395,43.0,Male,PhD,Data Scientist,17.0,179000.0
4396,31.0,Female,Bachelor's Degree,Software Engineer,5.0,74000.0
4397,49.0,Male,Master's Degree,Marketing Manager,23.0,228000.0
4398,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0
4399,45.0,Female,PhD,Data Scientist,19.0,193000.0
4401,30.0,Female,High School,Junior Sales Associate,1.0,25000.0
4402,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
4403,27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0
4404,41.0,Male,PhD,Data Scientist,15.0,157000.0
4405,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0
4406,26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0
4407,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
4408,48.0,Male,PhD,Data Scientist,22.0,219000.0
4409,32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0
4410,34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0
4411,31.0,Female,High School,Junior Sales Associate,1.0,25000.0
4414,44.0,Female,PhD,Data Scientist,18.0,183000.0
4515,31.0,Female,Master's Degree,Director of HR,6.0,95000.0
4516,28.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0
4517,29.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0
4518,35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0
4519,26.0,Female,High School,Web Developer,1.0,35000.0
4520,32.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0
4521,27.0,Female,Master's Degree,Web Developer,2.0,50000.0
4522,39.0,Male,Master's Degree,Director of HR,12.0,120000.0
4523,23.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0
4524,30.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0
4525,26.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,35000.0
4526,42.0,Male,PhD,Senior Human Resources Manager,14.0,130000.0
4527,34.0,Female,Master's Degree,Director of HR,9.0,95000.0
4528,28.0,Male,High School,Juniour HR Generalist,2.0,43000.0
4529,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,50000.0
4530,29.0,Male,Bachelor's Degree,Web Developer,3.0,60000.0
4531,35.0,Female,Master's Degree,Senior HR Generalist,8.0,80000.0
4532,26.0,Male,Master's Degree,Junior Web Developer,2.0,48000.0
4533,40.0,Female,PhD,Director of HR,13.0,125000.0
4534,34.0,Male,Bachelor's Degree,Web Developer,7.0,85000.0
4535,26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
4536,29.0,Male,Master's Degree,Senior HR Generalist,4.0,70000.0
4537,25.0,Female,High School,Juniour HR Coordinator,1.0,32000.0
4538,33.0,Male,Master's Degree,Web Developer,6.0,80000.0
4539,27.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
4540,31.0,Male,PhD,Senior Human Resources Manager,7.0,90000.0
4542,24.0,Male,Bachelor's Degree,Junior Web Developer,1.0,40000.0
4543,42.0,Female,Master's Degree,Senior HR Generalist,12.0,110000.0
4544,34.0,Male,Master's Degree,Director of HR,10.0,105000.0
4545,28.0,Female,Bachelor's Degree,Junior HR Generalist,3.0,50000.0
4546,33.0,Male,PhD,Director of HR,8.0,95000.0
4547,29.0,Female,Bachelor's Degree,Web Developer,3.0,60000.0
4548,25.0,Male,High School,Junior HR Generalist,2.0,40000.0
4549,26.0,Female,Master's Degree,Senior HR Generalist,2.0,55000.0
4550,30.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
4551,24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0
4552,31.0,Male,Master's Degree,Director of HR,7.0,90000.0
4553,27.0,Female,Bachelor's Degree,Web Developer,2.0,50000.0
4555,26.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0
4556,32.0,Male,Master's Degree,Web Developer,6.0,80000.0
4558,25.0,Male,High School,Web Developer,2.0,45000.0
4559,33.0,Female,Bachelor's Degree,Junior HR Generalist,7.0,65000.0
4560,27.0,Male,Master's Degree,Web Developer,2.0,50000.0
4561,28.0,Female,Bachelor's Degree,Junior HR Coordinator,3.0,45000.0
4562,34.0,Male,PhD,Director of HR,9.0,95000.0
4563,30.0,Female,Bachelor's Degree,Web Developer,4.0,65000.0
4564,26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0
4565,42.0,Female,Master's Degree,Senior Human Resources Manager,13.0,125000.0
4566,34.0,Male,Master's Degree,Web Developer,8.0,90000.0
4567,28.0,Female,High School,Juniour HR Generalist,2.0,43000.0
4568,31.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0
4569,29.0,Female,Master's Degree,Web Developer,3.0,60000.0
4571,26.0,Female,Bachelor's Degree,Web Developer,1.0,35000.0
4572,32.0,Male,Master's Degree,Director of HR,6.0,95000.0
4573,27.0,Female,Master's Degree,Junior HR Generalist,2.0,42000.0
4574,39.0,Male,Master's Degree,Senior HR Generalist,11.0,100000.0
4575,23.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,32000.0
4578,42.0,Male,PhD,Director of HR,14.0,130000.0
4580,28.0,Male,High School,Junior Web Developer,2.0,43000.0
4589,25.0,Female,High School,Junior HR Coordinator,1.0,32000.0
4633,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,500.0
4634,27.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
4635,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0
4636,29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0
4637,31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0
4638,38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
4639,25.0,Male,High School,Junior Sales Associate,1.0,30000.0
4640,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
4641,27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0
4642,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
4643,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
4644,26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
4755,28.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0
4756,36.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0
4757,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0
4758,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0
4759,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0
4760,26.0,Male,High School,Junior Sales Associate,2.0,31000.0
4761,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
4762,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0
4763,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
4764,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
4765,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0
4766,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0
4876,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
4877,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
4878,34.0,Male,PhD,Director of Marketing,12.0,170000.0
4879,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
4880,24.0,Female,High School,Sales Associate,1.0,30000.0
4881,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
4882,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
4883,33.0,Male,PhD,Sales Director,10.0,155000.0
4884,21.0,Female,High School,Junior Sales Representative,0.0,25000.0
4885,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
4886,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0
4887,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0
4888,28.0,Female,PhD,Director of Marketing,6.0,105000.0
5000,22.0,Female,High School,Sales Associate,0.0,25000.0
5001,45.0,Male,Bachelor's Degree,Financial Manager,21.0,250000.0
5002,31.0,Female,Master's Degree,Content Marketing Manager,8.0,120000.0
5003,28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0
5004,29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0
5005,35.0,Female,PhD,Director of Marketing,12.0,170000.0
5006,27.0,Male,High School,Sales Representative,3.0,50000.0
5007,33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0
5009,25.0,Female,Bachelor's Degree,Marketing Manager,2.0,55000.0
5011,29.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
5124,23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
5125,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0
5126,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0
5127,31.0,Female,PhD,Research Scientist,8.0,120000.0
5128,35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0
5129,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
5130,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0
5131,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0
5132,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0
5133,24.0,Female,High School,Sales Associate,0.0,25000.0
5134,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0
5135,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
5136,32.0,Male,PhD,Data Scientist,9.0,140000.0
5137,22.0,Female,High School,Receptionist,0.0,25000.0
5138,37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0
5139,38.0,Female,Master's Degree,Marketing Director,14.0,170000.0
5140,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
5141,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
5142,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
5143,34.0,Female,PhD,Research Director,10.0,150000.0
5144,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
5145,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0
5248,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
5249,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0
5250,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
5251,29.0,Female,PhD,Data Scientist,5.0,100000.0
5252,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0
5254,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5255,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
5256,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0
5257,25.0,Female,High School,Sales Associate,0.0,25000.0
5258,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0
5259,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
5260,33.0,Male,PhD,Research Scientist,10.0,150000.0
5261,23.0,Female,High School,Receptionist,0.0,25000.0
5262,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0
5263,39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0
5264,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
5265,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
5266,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
5267,35.0,Female,PhD,Research Director,11.0,160000.0
5268,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0
5269,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0
5373,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
5374,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0
5375,24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
5376,28.0,Female,PhD,Data Scientist,5.0,100000.0
5377,32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0
5378,26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
5379,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
5380,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
5381,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0
5385,32.0,Male,PhD,Research Scientist,10.0,150000.0
5387,37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0
5388,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0
5389,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
5390,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
5391,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
5392,34.0,Female,PhD,Research Director,11.0,160000.0
5394,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0
5496,26.0,Female,Bachelor's Degree,Social Media Man,7.0,100000.0
5497,31.0,Male,Bachelor's Degree,Software Engineer,7.0,120000.0
5499,33.0,Male,Master's Degree,Marketing Manager,9.0,130000.0
5500,29.0,Female,High School,Customer Service Representative,3.0,35000.0
5501,36.0,Male,PhD,Research Scientist,13.0,160000.0
5502,27.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,50000.0
5503,31.0,Male,Bachelor's Degree,Project Manager,6.0,100000.0
5504,28.0,Female,Master's Degree,Financial Analyst,4.0,80000.0
5505,25.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
5506,30.0,Female,Bachelor's Degree,Sales Manager,5.0,90000.0
5507,34.0,Male,PhD,Research Director,11.0,170000.0
5508,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
5509,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
5510,24.0,Female,High School,Receptionist,0.0,25000.0
5511,37.0,Male,Master's Degree,Marketing Director,14.0,180000.0
5512,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
5513,26.0,Male,Bachelor's Degree,Product Designer,2.0,50000.0
5514,31.0,Female,PhD,Data Scientist,8.0,140000.0
5515,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
5516,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
5517,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
5518,36.0,Female,PhD,Research Scientist,12.0,160000.0
5519,25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0
5520,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000.0
5624,28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0
5625,33.0,Male,Master's Degree,Software Engineer,9.0,120000.0
5626,26.0,Female,Bachelor's Degree,Graphic Designer,1.0,45000.0
5627,29.0,Male,Bachelor's Degree,Product Manager,5.0,80000.0
5628,35.0,Female,PhD,Research Scientist,11.0,150000.0
5629,27.0,Male,Bachelor's Degree,Software Engineer,2.0,65000.0
5630,31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0
5631,28.0,Male,Master's Degree,Financial Analyst,4.0,90000.0
5632,24.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0
5633,30.0,Male,Bachelor's Degree,Project Manager,6.0,110000.0
5634,34.0,Female,PhD,Research Director,12.0,170000.0
5635,27.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0
5636,33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
5638,25.0,Female,High School,Customer Service Representative,1.0,30000.0
5639,36.0,Male,PhD,Research Scientist,13.0,180000.0
5640,39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0
5641,26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0
5643,28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0
5644,32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0
5645,24.0,Male,High School,Delivery Driver,0.0,28000.0
5646,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
5647,39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0
5648,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
5653,36.0,Female,PhD,Research Scientist,12.0,170000.0
5654,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
5655,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
5656,34.0,Male,PhD,Research Director,11.0,160000.0
5751,29.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0
5752,32.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
5753,27.0,Male,Bachelor's Degree,Product Manager,2.0,65000.0
5754,30.0,Female,PhD,Data Scientist,6.0,100000.0
5755,36.0,Male,Bachelor's Degree,Financial Analyst,11.0,150000.0
5878,27.0,Male,phD,Marketing Coordinator,7.0,120000.0
5880,33.0,Male,Master's Degree,Software Engineer,8.0,120000.0
5881,27.0,Female,Bachelor's Degree,Product Manager,2.0,65000.0
5882,30.0,Male,PhD,Data Scientist,6.0,100000.0
5883,36.0,Female,Bachelor's Degree,Financial Analyst,11.0,150000.0
5884,29.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0
5885,32.0,Female,Master's Degree,Software Engineer,9.0,120000.0
5886,26.0,Male,Bachelor's Degree,Graphic Designer,1.0,45000.0
5887,29.0,Female,Bachelor's Degree,Product Manager,5.0,80000.0
5888,35.0,Male,PhD,Research Scientist,11.0,150000.0
6007,34.0,Male,Master's Degree,Software Engineer,9.0,125000.0
6008,28.0,Female,Bachelor's Degree,Product Manager,3.0,70000.0
6009,31.0,Male,PhD,Data Scientist,7.0,110000.0
6010,37.0,Female,Bachelor's Degree,Financial Analyst,12.0,160000.0
6011,30.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
6012,33.0,Female,Master's Degree,Software Engineer,8.0,120000.0
6013,27.0,Male,Bachelor's Degree,Graphic Designer,2.0,50000.0
6014,30.0,Female,Bachelor's Degree,Product Manager,5.0,85000.0
6015,36.0,Male,PhD,Research Scientist,11.0,155000.0
6016,28.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0
6017,32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0
6018,29.0,Male,Master's Degree,Financial Analyst,5.0,95000.0
6019,25.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0
6020,31.0,Male,Bachelor's Degree,Project Manager,6.0,115000.0
6021,35.0,Female,PhD,Research Director,12.0,175000.0
6023,33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
6024,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
6026,36.0,Male,PhD,Research Scientist,13.0,185000.0
6027,40.0,Female,Bachelor's Degree,Financial Manager,15.0,210000.0
6028,27.0,Male,Bachelor's Degree,Product Designer,1.0,45000.0
6029,32.0,Female,PhD,Data Scientist,9.0,145000.0
6030,28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,70000.0
6031,32.0,Female,Bachelor's Degree,Product Manager,7.0,120000.0
6033,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
6034,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
6035,27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
6040,36.0,Female,PhD,Research Scientist,13.0,185000.0
6042,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
6043,34.0,Male,PhD,Research Director,12.0,170000.0
6044,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0
6133,26.0,Female,Master's Degree,Software Engineer,2.0,75000.0
6134,39.0,Male,PhD,Research Scientist,14.0,185000.0
6135,32.0,Female,Bachelor's Degree,Marketing Manager,7.0,120000.0
6136,28.0,Male,Bachelor's Degree,Graphic Designer,3.0,60000.0
6137,35.0,Female,Master's Degree,Data Scientist,10.0,145000.0
6139,33.0,Female,Master's Degree,Product Manager,8.0,135000.0
6140,27.0,Male,Bachelor's Degree,Software Engineer,2.0,70000.0
6141,36.0,Female,PhD,Research Director,12.0,175000.0
6260,29.0,Male,Bachelor's Degree,Sales Associate,2.0,45000.0
6261,45.0,Female,Master's Degree,Sales Manager,8.0,80000.0
6262,37.0,Male,PhD,Marketing Manager,7.0,90000.0
6263,23.0,Female,High School,Sales Executive,1.0,35000.0
6264,41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0
6265,26.0,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000.0
6266,33.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0
6267,28.0,Female,High School,Sales Representative,3.0,40000.0
6268,50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
6269,35.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0
6270,42.0,Male,Master's Degree,Director of Marketing,13.0,130000.0
6271,27.0,Female,Bachelor's Degree,Sales Associate,1.0,35000.0
6272,48.0,Male,PhD,Sales Director,18.0,180000.0
6273,31.0,Female,High School,Financial Manager,4.0,60000.0
6274,36.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0
6275,25.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0
6276,39.0,Male,PhD,Marketing Manager,10.0,100000.0
6277,30.0,Female,High School,Sales Executive,2.0,40000.0
6278,44.0,Male,Bachelor's Degree,Content Marketing Manager,11.0,110000.0
6279,29.0,Female,Master's Degree,Sales Representative,4.0,55000.0
6280,47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
6281,32.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0
6282,38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
6283,24.0,Female,High School,Sales Associate,1.0,35000.0
6284,40.0,Male,PhD,Sales Director,14.0,140000.0
6285,34.0,Female,Bachelor's Degree,Financial Manager,5.0,70000.0
